machine_id,equipment_type,age_months,operating_hours,maintenance_history,sensor_temp,sensor_vibration,sensor_pressure,sensor_humidity,failure_next_30_days
MACH-000361,turbine,42,50920.1,12,183.64,11.4887,14.27,8.9,1
MACH-000362,pump,240,108317.5,16,106.47,13.0988,80.29,5.53,0
MACH-000363,turbine,225,181068.4,33,47.93,0.6551,19.79,35.98,0
MACH-000364,pump,179,32677.7,73,92.61,7.8696,88.02,85.14,0
MACH-000365,compressor,265,28162.6,36,94.86,2.2146,7.12,70.41,0
MACH-000366,motor,238,14813.0,60,47.47,14.6581,21.34,87.07,0
MACH-000367,motor,271,117870.3,80,111.47,6.3662,95.41,57.57,0
MACH-000368,pump,78,120415.4,70,123.27,3.802,25.74,13.05,0
MACH-000369,turbine,35,164278.1,92,50.91,11.8459,19.74,39.37,0
MACH-000370,motor,103,167192.3,87,90.73,14.0453,94.21,78.06,0
MACH-000371,compressor,249,20388.5,77,130.21,14.9297,42.28,1.02,0
MACH-000372,motor,278,182105.1,24,181.57,7.8404,28.45,94.39,1
MACH-000373,motor,33,165876.6,50,17.9,3.3937,26.03,9.8,0
MACH-000374,turbine,257,129449.4,80,179.51,3.4311,68.11,59.21,1
MACH-000375,pump,144,69412.0,54,26.72,13.5814,70.01,29.73,0
MACH-000376,compressor,246,149117.2,84,98.69,4.2433,73.37,75.53,0
MACH-000377,compressor,205,124134.7,44,176.08,9.0311,11.11,15.55,0
MACH-000378,motor,19,70609.3,93,184.02,5.8196,98.02,17.3,0
MACH-000379,motor,146,2651.1,99,158.14,1.566,7.77,61.27,0
MACH-000380,pump,27,118492.2,31,18.72,1.0064,52.96,24.61,0
MACH-000381,turbine,102,115298.2,97,62.92,14.3642,71.67,48.06,0
MACH-000382,turbine,228,30915.6,40,38.62,1.9116,2.69,12.35,0
MACH-000383,pump,206,181265.2,76,104.17,11.2769,44.65,64.36,0
MACH-000384,pump,212,31855.3,65,78.17,14.3777,70.09,61.37,0
MACH-000385,pump,199,57419.2,88,183.71,13.9417,22.32,28.73,0
MACH-000386,pump,5,74397.6,90,47.8,4.5093,80.29,57.63,0
MACH-000387,turbine,175,136593.1,56,169.55,6.2358,62.82,49.51,0
MACH-000388,turbine,146,16328.0,12,71.58,10.3633,35.64,96.04,1
MACH-000389,pump,159,140474.9,56,174.27,10.4666,16.53,2.43,1
MACH-000390,compressor,64,82895.6,62,51.56,3.0576,85.52,16.37,1
MACH-000391,pump,212,36589.3,75,83.68,1.4848,48.66,37.88,0
MACH-000392,motor,183,22416.1,70,76.9,1.7914,97.56,15.92,0
MACH-000393,compressor,121,82467.2,35,152.39,3.8226,62.25,6.99,0
MACH-000394,compressor,17,89196.6,83,124.14,10.7038,16.13,28.45,0
MACH-000395,turbine,21,27460.3,66,188.49,1.3437,11.92,81.76,0
MACH-000396,pump,108,96493.2,75,31.85,11.4148,15.75,19.4,0
MACH-000397,pump,162,100487.7,42,199.99,1.7276,57.51,22.22,0
MACH-000398,motor,300,196202.1,33,17.98,3.67,32.25,28.31,0
MACH-000399,motor,218,142660.9,93,107.07,8.0591,2.93,16.82,0
MACH-000400,turbine,146,2433.8,68,41.47,2.9428,5.21,76.15,0
MACH-000401,turbine,90,95373.6,35,96.19,14.6537,22.89,55.29,0
MACH-000402,motor,51,4318.0,37,152.7,1.5147,36.12,83.01,0
MACH-000403,turbine,43,102242.6,64,95.76,7.2765,26.53,52.32,0
MACH-000404,motor,22,67587.4,46,171.25,8.5775,21.95,57.45,0
MACH-000405,compressor,274,180701.4,1,141.15,14.8305,72.46,30.15,1
MACH-000406,motor,5,98657.8,8,102.28,12.4156,41.0,76.01,0
MACH-000407,pump,260,169980.9,58,188.56,6.0042,48.76,20.89,0
MACH-000408,turbine,176,116774.5,17,161.81,4.3066,10.28,85.55,1
MACH-000409,pump,186,79302.6,78,190.1,9.0556,85.29,81.44,1
MACH-000410,pump,288,45941.4,34,108.07,0.5102,34.98,19.12,0
MACH-000411,pump,236,36631.4,84,186.93,3.7615,86.05,66.49,0
MACH-000412,motor,45,158909.3,78,28.56,3.5741,92.62,43.49,0
MACH-000413,pump,291,176597.3,88,187.79,9.2182,45.18,89.49,0
MACH-000414,pump,53,64817.0,62,101.85,11.398,83.72,21.96,0
MACH-000415,compressor,171,98922.5,51,0.94,11.1724,32.58,99.64,0
MACH-000416,turbine,193,57500.3,68,162.11,4.5921,84.68,95.92,0
MACH-000417,pump,74,91058.9,59,178.57,2.8015,56.04,89.29,0
MACH-000418,motor,190,173898.3,92,111.73,12.6062,91.15,32.83,0
MACH-000419,compressor,192,27594.9,32,89.17,4.1757,26.47,98.81,0
MACH-000420,turbine,294,58297.2,10,175.73,12.5619,86.34,57.19,1
MACH-000421,compressor,275,139054.3,96,10.27,7.9526,57.42,71.72,0
MACH-000422,turbine,120,62125.2,83,169.64,1.4598,92.97,38.93,0
MACH-000423,compressor,208,16231.2,63,141.52,3.3127,49.78,80.66,0
MACH-000424,motor,247,74881.1,15,120.44,0.488,8.9,19.45,0
MACH-000425,pump,8,135278.4,25,117.31,3.1019,71.65,29.52,0
MACH-000426,turbine,206,196801.0,32,55.1,3.6321,73.26,1.45,1
MACH-000427,turbine,276,178428.6,90,39.52,2.0398,28.34,94.77,0
MACH-000428,pump,37,112375.6,36,116.55,8.6969,0.44,37.18,0
MACH-000429,compressor,227,155466.6,64,70.49,1.3987,45.11,3.07,0
MACH-000430,pump,19,114277.6,94,51.54,12.9528,62.17,34.29,0
MACH-000431,compressor,121,98779.4,69,114.89,9.8842,89.69,45.63,1
MACH-000432,turbine,246,34126.5,56,108.49,1.6883,7.59,86.2,0
MACH-000433,pump,297,58433.9,12,65.05,1.6143,2.22,37.51,0
MACH-000434,motor,219,90421.4,26,128.09,11.3837,17.69,15.18,0
MACH-000435,pump,217,197120.7,2,9.59,0.0401,32.04,50.79,0
MACH-000436,compressor,78,121712.5,16,182.3,7.5208,44.94,53.54,1
MACH-000437,turbine,248,188975.7,59,28.0,14.352,15.96,83.7,1
MACH-000438,pump,198,51736.6,68,176.22,10.7135,40.31,35.81,0
MACH-000439,motor,283,13794.3,16,91.14,3.8375,55.29,56.05,0
MACH-000440,turbine,181,195675.0,33,153.85,10.436,57.3,2.7,1
MACH-000441,motor,12,65924.9,69,128.19,14.4594,43.67,82.99,0
MACH-000442,pump,154,107061.2,6,108.29,0.9029,81.52,74.76,0
MACH-000443,motor,233,14228.6,60,173.61,6.754,85.44,54.48,1
MACH-000444,compressor,237,172078.3,47,33.75,8.8745,5.23,91.44,1
MACH-000445,compressor,116,136.0,32,197.53,6.539,30.37,10.06,0
MACH-000446,motor,52,181202.4,47,163.29,1.1021,87.61,22.45,0
MACH-000447,turbine,261,33074.2,44,186.15,2.4247,13.73,68.12,0
MACH-000448,compressor,247,36695.7,88,193.66,11.4038,49.69,18.95,1
MACH-000449,motor,264,165159.9,83,39.2,2.103,52.62,65.37,0
MACH-000450,turbine,202,77246.1,94,194.41,8.6319,48.37,24.4,0
MACH-000451,turbine,249,51203.6,68,114.41,14.2152,11.47,25.69,0
MACH-000452,motor,121,119288.2,48,119.56,13.0267,80.48,72.05,0
MACH-000453,pump,234,50882.3,31,56.8,10.4159,44.79,34.61,0
MACH-000454,compressor,147,57309.5,59,38.15,1.2197,90.95,48.74,0
MACH-000455,compressor,239,9110.1,50,34.65,4.3241,1.2,99.19,0
MACH-000456,pump,44,107882.3,86,6.35,9.8588,33.77,2.19,0
MACH-000457,compressor,89,25883.8,45,72.83,3.5396,24.65,40.18,0
MACH-000458,turbine,65,167424.3,69,163.85,9.3621,97.67,20.84,0
MACH-000459,pump,122,150204.0,4,147.58,6.2835,24.3,85.56,0
MACH-000460,compressor,245,57091.9,44,6.43,7.4667,38.27,73.64,0
MACH-000461,pump,35,106755.7,36,162.24,1.8636,84.68,72.31,0
MACH-000462,compressor,220,115475.4,64,111.46,13.9619,11.92,70.4,1
MACH-000463,motor,250,133290.3,12,58.98,14.133,72.2,96.38,1
MACH-000464,pump,202,83784.2,14,99.3,10.2851,24.75,63.92,0
MACH-000465,turbine,194,130506.4,17,3.81,6.5914,59.83,33.6,1
MACH-000466,pump,42,33877.9,56,88.5,9.9671,6.74,56.11,0
MACH-000467,compressor,184,94203.7,34,57.83,9.8119,30.56,65.89,0
MACH-000468,pump,68,18801.3,8,122.74,8.3177,31.45,51.68,0
MACH-000469,turbine,74,188214.0,100,159.64,5.7093,43.77,51.52,1
MACH-000470,compressor,259,80281.9,63,106.74,12.2512,7.99,73.65,0
MACH-000471,turbine,185,123488.3,60,124.71,12.7482,98.49,17.66,0
MACH-000472,motor,299,97963.3,65,195.77,3.0345,16.44,84.28,0
MACH-000473,motor,137,5363.5,31,146.39,6.3393,32.45,99.02,0
MACH-000474,compressor,108,12542.7,3,39.59,0.3741,69.26,10.57,0
MACH-000475,turbine,299,52911.2,16,192.67,8.6896,92.67,64.92,1
MACH-000476,turbine,187,134987.0,82,49.93,6.628,36.88,54.13,0
MACH-000477,pump,259,128286.9,38,98.22,10.4526,57.35,21.43,0
MACH-000478,compressor,14,37589.0,98,165.52,0.1474,16.58,88.46,0
MACH-000479,pump,158,97722.6,27,103.68,3.1467,46.71,37.07,0
MACH-000480,motor,246,73412.2,47,161.05,11.5136,64.98,90.77,1
MACH-000481,turbine,243,113708.9,88,124.26,5.8117,36.29,99.65,0
MACH-000482,motor,215,66937.3,73,158.16,8.0217,65.36,34.73,0
MACH-000483,turbine,50,179239.6,53,70.81,6.2257,1.18,56.05,0
MACH-000484,motor,165,94483.7,58,195.44,0.8127,18.4,16.22,0
MACH-000485,pump,31,85315.6,94,92.31,0.7716,33.53,24.57,0
MACH-000486,motor,241,140665.3,50,104.19,14.4955,56.33,11.57,1
MACH-000487,compressor,190,156137.5,32,91.93,1.0855,85.69,2.02,0
MACH-000488,turbine,59,87510.5,77,21.97,11.1765,23.87,34.36,0
MACH-000489,compressor,219,21792.0,12,23.22,2.2419,2.77,36.4,0
MACH-000490,turbine,216,17017.8,4,9.64,3.8223,19.94,11.92,0
MACH-000491,turbine,16,65374.9,86,153.28,3.9235,60.2,76.42,0
MACH-000492,turbine,27,146516.5,91,34.59,7.6579,34.41,73.55,0
MACH-000493,compressor,61,130727.8,64,157.95,12.1582,22.28,27.89,0
MACH-000494,motor,22,57547.1,20,183.66,9.4485,90.57,33.3,0
MACH-000495,motor,162,878.7,69,44.41,6.1345,21.44,13.07,0
MACH-000496,pump,264,128534.5,95,31.62,3.7061,18.87,33.98,0
MACH-000497,motor,19,112880.1,15,172.95,6.5168,97.25,24.96,0
MACH-000498,turbine,185,154497.8,18,195.88,14.9462,31.04,65.02,1
MACH-000499,motor,128,137233.2,31,167.9,4.3588,33.48,20.48,0
MACH-000500,pump,251,49380.1,28,69.43,2.3058,32.19,63.07,0
MACH-000501,compressor,145,146579.9,5,106.02,8.6902,35.52,86.75,0
MACH-000502,turbine,201,97276.2,8,59.86,1.6107,28.96,64.43,1
MACH-000503,turbine,277,114955.4,27,108.56,6.8281,93.71,65.19,0
MACH-000504,motor,41,71398.6,25,86.39,0.2112,69.59,37.28,0
MACH-000505,motor,95,158117.9,67,167.91,0.5963,94.03,21.23,1
MACH-000506,compressor,81,39217.5,77,187.23,0.1629,61.07,33.41,0
MACH-000507,pump,51,40907.9,81,67.23,3.0961,23.79,73.79,0
MACH-000508,motor,195,47485.2,89,195.18,7.8573,22.09,95.52,1
MACH-000509,pump,3,157910.4,94,171.05,1.7554,79.86,0.82,0
MACH-000510,turbine,116,145620.8,75,162.37,12.6499,26.23,44.05,1
MACH-000511,compressor,37,53917.5,34,193.75,7.9185,9.67,35.35,0
MACH-000512,turbine,185,28776.9,23,47.2,4.3176,1.86,33.41,1
MACH-000513,turbine,226,5637.9,26,107.7,0.6487,79.21,9.42,0
MACH-000514,turbine,141,136764.9,72,194.64,6.9775,71.78,11.68,1
MACH-000515,pump,134,107774.6,85,113.67,0.2517,24.83,52.33,0
MACH-000516,turbine,135,140462.9,4,2.04,9.7568,33.46,66.43,1
MACH-000517,pump,60,141651.0,36,159.07,12.8289,65.47,35.94,0
MACH-000518,motor,113,168955.2,47,184.81,1.55,71.49,80.4,1
MACH-000519,compressor,280,83193.3,41,104.85,1.9017,35.44,27.09,1
MACH-000520,motor,13,165454.8,55,158.73,8.9406,44.93,18.77,0
MACH-000521,pump,237,87153.5,21,70.31,7.2104,33.18,76.99,0
MACH-000522,pump,50,141564.3,9,186.97,5.211,44.31,94.66,0
MACH-000523,turbine,35,110228.4,5,1.16,1.4894,11.88,69.53,0
MACH-000524,motor,86,184284.9,0,78.56,9.1137,86.68,71.7,1
MACH-000525,motor,81,74025.7,19,91.61,2.3197,87.36,33.31,0
MACH-000526,turbine,95,137965.4,77,149.47,7.2693,93.19,61.35,1
MACH-000527,pump,255,119619.0,18,42.73,8.4432,41.85,42.46,0
MACH-000528,turbine,272,199736.5,38,14.41,12.3537,95.15,81.82,1
MACH-000529,turbine,208,15452.4,74,174.75,13.4652,13.18,9.43,0
MACH-000530,compressor,44,119621.8,100,55.33,10.6872,28.29,12.14,0
MACH-000531,pump,284,46488.6,64,130.51,13.9629,50.66,27.19,0
MACH-000532,pump,255,176837.2,12,132.32,12.8523,34.98,72.37,1
MACH-000533,motor,23,158899.8,6,193.47,3.8379,57.7,92.78,0
MACH-000534,compressor,117,132367.9,15,190.31,10.0262,36.52,49.05,0
MACH-000535,pump,233,96069.7,1,5.57,13.9388,38.67,72.48,0
MACH-000536,motor,27,136258.3,20,27.88,14.5997,11.09,6.55,0
MACH-000537,pump,23,110867.5,47,33.16,5.317,63.55,94.18,0
MACH-000538,compressor,182,57459.8,84,151.51,1.7813,8.78,77.5,0
MACH-000539,pump,101,163884.4,57,131.16,7.1544,98.86,95.98,0
MACH-000540,compressor,133,102515.2,86,54.58,13.1311,11.13,86.81,0
MACH-000541,pump,226,51423.8,67,109.13,9.0041,57.96,21.75,0
MACH-000542,pump,164,132870.1,8,132.12,8.5889,86.01,7.24,1
MACH-000543,pump,214,3728.4,30,62.04,0.7625,30.76,16.99,0
MACH-000544,turbine,38,144017.9,48,123.25,7.7538,12.82,66.85,0
MACH-000545,pump,1,94067.0,56,34.36,9.6844,88.6,18.05,0
MACH-000546,motor,76,126862.8,77,121.24,5.3113,41.79,73.38,0
MACH-000547,compressor,61,31443.5,61,150.58,7.1728,51.66,99.06,0
MACH-000548,compressor,98,143650.4,79,141.59,1.7072,57.8,79.92,0
MACH-000549,compressor,234,144655.2,3,15.79,10.1736,85.03,71.25,1
MACH-000550,turbine,46,148318.1,35,55.05,13.5651,30.15,0.06,0
MACH-000551,motor,38,93440.0,100,190.6,6.764,98.27,74.17,0
MACH-000552,turbine,61,128101.3,14,56.48,6.0555,9.49,57.92,1
MACH-000553,motor,98,109851.0,95,19.02,2.6596,9.97,81.13,0
MACH-000554,turbine,60,46616.0,34,54.06,4.0592,91.72,74.35,1
MACH-000555,compressor,56,4604.6,37,130.61,13.7309,57.73,91.36,0
MACH-000556,compressor,174,82715.4,10,197.12,14.2632,21.97,90.41,0
MACH-000557,turbine,34,162983.4,59,161.86,11.7166,50.57,64.64,0
MACH-000558,turbine,47,64447.5,24,129.4,4.6432,73.07,94.92,1
MACH-000559,turbine,251,149800.4,38,101.07,4.8825,46.33,55.29,0
MACH-000560,compressor,6,127933.1,74,4.53,6.9691,83.38,52.74,0
MACH-000561,pump,19,70652.8,84,86.78,9.943,26.28,67.62,0
MACH-000562,motor,21,115.1,73,55.8,9.5381,8.5,19.7,0
MACH-000563,pump,161,86201.2,9,50.82,7.9415,65.17,3.88,0
MACH-000564,turbine,209,78570.0,62,71.35,0.8614,52.57,65.22,0
MACH-000565,pump,208,27748.5,17,185.24,2.9624,10.41,99.56,0
MACH-000566,pump,208,163745.5,93,84.59,14.5398,55.95,77.21,0
MACH-000567,pump,18,191096.5,73,50.57,13.6935,54.38,7.74,0
MACH-000568,compressor,104,24248.6,57,125.27,12.7608,0.5,85.27,0
MACH-000569,compressor,191,46188.2,24,157.78,4.5534,18.8,29.2,0
MACH-000570,turbine,205,126499.4,100,23.19,8.2373,54.19,19.84,0
MACH-000571,motor,101,190172.4,99,102.84,8.808,94.19,95.52,0
MACH-000572,motor,255,186799.9,60,158.7,7.8483,54.0,25.91,1
MACH-000573,pump,251,186268.8,84,46.37,1.4013,6.19,25.07,0
MACH-000574,pump,230,88029.0,70,111.51,11.4038,1.18,38.47,0
MACH-000575,motor,240,197180.6,83,4.56,9.6447,79.89,29.51,0
MACH-000576,turbine,293,72932.7,13,68.37,12.0792,8.88,12.29,1
MACH-000577,compressor,239,17339.9,16,92.98,2.9376,22.28,68.59,0
MACH-000578,turbine,176,140887.8,28,104.4,5.1449,65.91,70.41,0
MACH-000579,pump,120,111236.9,20,135.41,12.0604,94.77,41.67,1
MACH-000580,pump,109,159889.3,72,163.58,0.4693,16.21,89.09,0
MACH-000581,turbine,247,124221.6,81,142.97,4.7333,47.29,13.84,1
MACH-000582,pump,89,164129.4,70,4.15,10.2575,67.62,55.63,0
MACH-000583,pump,189,68778.3,42,56.38,1.3994,5.66,89.82,0
MACH-000584,motor,151,57587.4,71,178.43,12.2537,42.39,16.66,0
MACH-000585,turbine,114,151449.3,75,156.6,11.8006,40.57,2.35,0
MACH-000586,compressor,136,99543.7,8,186.53,1.2137,19.48,17.2,0
MACH-000587,pump,25,35879.1,63,75.93,7.7846,10.57,40.97,0
MACH-000588,turbine,213,75003.8,1,169.22,11.4837,98.87,47.09,1
MACH-000589,turbine,21,160131.5,87,114.99,10.2439,28.15,75.43,0
MACH-000590,turbine,23,184784.4,3,104.35,9.7934,74.42,86.17,0
MACH-000591,turbine,76,152064.5,80,194.14,0.8309,43.36,82.93,0
MACH-000592,pump,160,143625.1,5,95.78,13.7005,60.03,60.51,0
MACH-000593,turbine,90,162329.6,67,112.41,7.6744,17.48,26.39,0
MACH-000594,motor,265,40106.1,7,144.54,11.2729,47.09,80.38,1
MACH-000595,turbine,279,115916.2,64,139.06,10.0668,91.02,64.07,1
MACH-000596,compressor,118,118837.1,23,47.94,1.3732,46.23,27.77,0
MACH-000597,turbine,300,189186.6,80,55.82,13.2356,98.99,2.7,1
MACH-000598,compressor,27,3060.9,98,8.45,14.9133,62.09,38.92,0
MACH-000599,compressor,44,194104.6,50,86.93,1.2531,60.78,4.58,0
MACH-000600,compressor,105,145214.8,20,118.66,2.7199,54.3,25.22,0
MACH-000601,turbine,283,4487.7,52,73.91,5.4586,24.95,28.35,0
MACH-000602,compressor,152,103762.5,12,112.31,7.5867,77.1,30.22,1
MACH-000603,pump,212,13956.9,95,16.1,9.288,56.73,44.87,0
MACH-000604,turbine,196,120679.0,3,96.28,10.148,8.23,62.46,0
MACH-000605,compressor,150,90321.4,80,122.55,8.4074,57.86,26.11,0
MACH-000606,motor,280,154485.3,75,140.58,1.6947,78.88,72.7,0
MACH-000607,compressor,287,115885.8,89,120.62,8.7107,40.47,13.4,0
MACH-000608,turbine,135,157276.1,78,72.92,5.8366,59.07,49.43,0
MACH-000609,turbine,215,73757.2,68,177.55,0.6527,59.42,75.53,0
MACH-000610,turbine,188,171377.4,20,166.06,2.8237,1.77,66.76,0
MACH-000611,motor,179,173261.2,37,198.67,5.9872,18.53,16.38,1
MACH-000612,turbine,31,131087.7,56,1.87,3.7448,11.02,2.75,0
MACH-000613,motor,63,52743.5,93,12.15,11.8738,18.59,79.18,0
MACH-000614,compressor,298,198286.2,60,133.0,7.7177,15.98,41.84,0
MACH-000615,compressor,74,163546.7,25,110.56,3.8999,45.06,83.99,0
MACH-000616,pump,196,170330.3,35,60.38,4.2186,64.5,15.57,0
MACH-000617,motor,274,2310.2,32,13.4,7.856,3.06,50.61,0
MACH-000618,pump,181,165228.9,68,11.48,5.4589,83.94,48.79,0
MACH-000619,pump,65,43552.1,22,153.85,9.7104,17.34,54.5,0
MACH-000620,motor,258,101651.2,100,91.58,10.6083,39.05,16.03,0
MACH-000621,motor,10,140857.1,72,112.43,5.0895,76.19,62.24,0
MACH-000622,pump,217,82058.4,22,58.49,9.4856,82.75,70.45,0
MACH-000623,motor,80,48724.7,59,42.81,11.5584,25.6,22.9,0
MACH-000624,compressor,193,100036.4,27,133.75,1.3093,33.38,44.92,0
MACH-000625,pump,145,59953.2,57,21.95,8.62,85.95,61.78,0
MACH-000626,motor,171,123064.1,50,190.59,11.9945,97.45,85.53,0
MACH-000627,motor,115,21941.4,70,64.18,11.031,15.13,36.06,0
MACH-000628,compressor,159,81663.5,21,170.7,14.1682,61.79,79.81,1
MACH-000629,motor,281,118320.5,83,104.95,3.2173,6.23,74.75,0
MACH-000630,compressor,248,198104.3,78,169.52,6.8593,23.29,2.48,1
MACH-000631,motor,126,99091.6,26,162.48,7.8047,44.83,67.91,0
MACH-000632,motor,283,85177.2,83,169.85,2.3018,79.91,94.21,0
MACH-000633,motor,267,197842.5,77,57.0,3.0129,16.97,55.23,0
MACH-000634,pump,189,185077.0,32,32.88,10.684,57.28,36.21,1
MACH-000635,compressor,179,134593.4,52,139.82,12.3501,34.28,11.21,1
MACH-000636,pump,11,108954.7,0,60.96,1.5246,81.87,26.88,0
MACH-000637,motor,158,54179.1,90,62.65,3.5348,26.43,68.16,0
MACH-000638,turbine,64,124770.6,69,47.74,10.7998,46.4,4.64,0
MACH-000639,turbine,49,166794.7,4,154.29,0.4355,54.72,81.7,0
MACH-000640,compressor,258,196317.3,76,166.49,4.8168,53.21,26.4,0
MACH-000641,turbine,82,34194.2,23,4.5,12.5289,17.46,98.36,0
MACH-000642,turbine,185,54811.3,51,186.44,11.5219,45.87,38.38,1
MACH-000643,motor,261,176885.2,18,145.43,5.8453,61.92,15.93,0
MACH-000644,turbine,180,172193.0,1,43.43,2.8769,40.61,9.93,0
MACH-000645,motor,234,143331.8,5,138.6,8.5452,13.17,59.99,1
MACH-000646,motor,233,20746.3,2,114.04,4.6197,87.8,62.39,0
MACH-000647,compressor,135,141251.1,67,183.53,8.1257,31.22,24.16,0
MACH-000648,turbine,277,93811.8,94,138.4,2.2564,29.55,83.52,0
MACH-000649,turbine,273,74250.2,79,85.81,2.913,16.54,76.44,0
MACH-000650,motor,102,50137.3,96,31.47,10.1956,19.37,82.02,0
MACH-000651,compressor,246,63596.1,53,159.07,8.8181,13.83,98.18,0
MACH-000652,pump,55,107158.6,35,194.23,6.2158,45.78,33.71,0
MACH-000653,turbine,34,32390.0,84,159.01,13.618,28.87,32.57,0
MACH-000654,compressor,160,101861.1,21,142.41,6.6538,5.55,29.58,0
MACH-000655,compressor,182,9640.7,64,179.5,2.7652,41.52,77.97,1
MACH-000656,turbine,176,82127.4,14,142.67,12.5769,55.26,96.77,1
MACH-000657,compressor,240,192005.3,65,193.8,14.2429,63.42,91.34,1
MACH-000658,pump,118,147795.0,25,93.73,12.8979,83.01,98.26,0
MACH-000659,motor,243,13720.4,23,146.58,11.4528,20.63,62.88,0
MACH-000660,pump,271,137567.2,76,116.39,14.0166,51.92,65.3,1
MACH-000661,compressor,28,39222.6,97,27.36,4.167,55.37,57.0,0
MACH-000662,pump,135,94832.9,68,50.36,2.2962,15.57,15.91,0
MACH-000663,pump,68,58833.7,49,74.09,11.171,88.74,80.69,0
MACH-000664,compressor,197,186832.2,72,48.05,12.6948,12.55,77.61,0
MACH-000665,compressor,124,10888.0,97,17.42,14.8211,66.16,23.74,0
MACH-000666,compressor,85,176191.6,80,0.35,6.5416,58.2,64.18,0
MACH-000667,turbine,76,140275.7,40,78.27,5.1744,42.94,36.84,0
MACH-000668,turbine,107,72557.8,55,32.05,10.1189,78.53,84.54,0
MACH-000669,pump,33,175928.5,45,196.68,2.6094,78.51,94.98,0
MACH-000670,turbine,32,81260.6,51,95.97,0.0396,69.28,21.5,0
MACH-000671,compressor,189,139674.0,71,168.22,7.8423,93.4,85.22,1
MACH-000672,compressor,283,157573.1,21,97.95,9.532,89.5,61.05,0
MACH-000673,pump,153,57278.2,81,91.37,7.5616,40.48,5.69,0
MACH-000674,compressor,279,14451.2,51,145.42,2.8667,3.25,95.03,0
MACH-000675,compressor,47,173625.2,23,178.78,9.5271,1.88,46.99,0
MACH-000676,compressor,292,46257.5,91,61.75,3.6325,55.22,7.86,0
MACH-000677,pump,176,186361.4,100,69.55,6.1502,90.55,30.09,0
MACH-000678,compressor,224,63007.9,54,159.6,4.5792,99.11,1.65,1
MACH-000679,turbine,19,82979.2,3,45.31,2.0511,46.31,74.95,0
MACH-000680,compressor,182,86062.0,59,196.3,12.6641,32.14,19.56,0
MACH-000681,pump,115,93577.8,5,153.36,9.1216,73.13,79.55,1
MACH-000682,turbine,270,192552.5,87,77.29,9.7232,48.83,7.02,0
MACH-000683,turbine,238,49017.4,11,27.41,14.4406,52.82,9.43,1
MACH-000684,pump,260,121654.8,75,146.57,0.7105,22.79,63.79,0
MACH-000685,turbine,268,58826.2,56,85.5,3.3908,53.7,38.46,0
MACH-000686,motor,217,26186.0,71,126.83,3.1095,16.11,0.09,0
MACH-000687,compressor,74,57754.4,64,23.51,12.6477,22.39,62.16,0
MACH-000688,motor,85,110480.8,32,11.35,9.4321,12.89,45.26,1
MACH-000689,turbine,258,121398.0,90,48.05,5.8933,0.54,98.28,0
MACH-000690,turbine,181,52744.3,80,76.67,2.779,27.41,45.04,0
MACH-000691,turbine,268,197462.9,45,45.49,12.6156,51.53,84.9,1
MACH-000692,turbine,239,72548.5,87,61.63,12.7173,68.82,53.95,0
MACH-000693,turbine,183,166407.6,79,163.11,7.3319,77.29,57.69,0
MACH-000694,pump,46,7006.8,35,16.78,13.7756,0.67,86.0,0
MACH-000695,motor,295,139043.6,61,107.39,8.6132,94.25,55.25,0
MACH-000696,compressor,73,60692.5,19,77.59,8.078,44.79,40.68,0
MACH-000697,compressor,74,107377.8,41,66.17,3.3993,65.65,85.55,0
MACH-000698,pump,44,167320.7,39,98.41,1.1768,93.15,89.9,0
MACH-000699,pump,21,144968.9,57,188.05,7.0315,39.03,13.69,0
MACH-000700,compressor,113,71926.7,33,149.28,8.1334,59.9,8.39,1
MACH-000701,compressor,254,146495.9,21,128.69,8.3552,49.29,37.04,0
MACH-000702,pump,260,82799.5,37,191.48,11.5472,81.5,41.7,0
MACH-000703,pump,148,12697.3,77,72.69,7.9725,35.01,19.23,0
MACH-000704,pump,95,133117.0,3,148.68,12.927,75.03,33.7,0
MACH-000705,compressor,104,187363.2,54,34.91,2.4267,2.01,9.35,0
MACH-000706,pump,276,16730.5,56,12.58,10.7448,58.41,40.31,0
MACH-000707,compressor,17,137525.1,83,107.83,7.443,47.79,86.49,0
MACH-000708,motor,18,167946.8,21,151.65,13.4986,81.03,88.63,0
MACH-000709,motor,20,119326.5,37,131.76,6.6566,77.68,35.23,1
MACH-000710,compressor,267,97080.4,3,74.08,11.1132,56.87,90.25,0
MACH-000711,compressor,28,47442.4,19,182.83,6.5488,28.46,19.18,1
MACH-000712,compressor,283,38770.3,74,70.54,12.5473,8.8,14.25,0
MACH-000713,turbine,56,79259.3,48,78.87,11.072,93.36,68.62,1
MACH-000714,turbine,165,128257.6,73,29.83,10.6416,45.66,47.99,0
MACH-000715,turbine,292,62934.4,49,183.11,6.2336,79.85,96.84,1
MACH-000716,compressor,35,97681.2,72,17.27,0.2841,41.12,12.52,0
MACH-000717,motor,85,119997.9,32,140.42,12.5004,56.58,21.31,0
MACH-000718,pump,219,41995.9,58,55.22,9.2655,11.44,98.1,0
MACH-000719,compressor,246,148279.1,61,71.9,9.039,6.46,25.75,0
MACH-000720,pump,273,125729.8,66,47.92,3.3938,42.4,45.3,0
MACH-000721,turbine,6,118366.8,30,73.48,4.5145,10.71,1.79,0
MACH-000722,turbine,234,95622.3,31,71.86,12.8978,82.52,70.38,0
